EPREUVE,FORMAT_EPREUVE,RANG,NOM_PRENOM,ANNEE_NAISSANCE,NATIONALITE,GENRE,STRUCTURE,TEMPS,DATE_FR,POINTS_FFN,POINTS_FINA
50 Dos Messieurs,Séries,24,ROGET Alexis,2005,FRA,M,STADE DE REIMS NATATION,00:31.22,22/01/2022,929,443
50 Dos Messieurs,Séries,25,SCHERER Maxime,2007,FRA,M,AMIENS METROPOLE NAT.,00:32.15,22/01/2022,880,406
100 Dos Messieurs,Finale A,1,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,00:53.85,21/01/2022,1284,893
100 Dos Messieurs,Finale A,1,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,01:02.92,21/01/2022,1025,128
100 Dos Messieurs,Finale A,2,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,01:03.73,21/01/2022,1003,125
100 Dos Messieurs,Finale A,2,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,00:55.66,21/01/2022,1230,808
100 Dos Messieurs,Finale A,3,MAULNY Maxence,2004,FRA,M,AMIENS METROPOLE NAT.,01:04.02,21/01/2022,996,124
100 Dos Messieurs,Finale A,3,CHOUCHAOUI Mathys,2003,FRA,M,CN CHALON-SUR-SAONE,00:57.13,21/01/2022,1187,748
100 Dos Messieurs,Finale A,4,RIBOUX Paul,2005,FRA,M,ANGERS NATATION,01:04.05,21/01/2022,995,124
100 Dos Messieurs,Finale A,4,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:59.52,21/01/2022,1119,661
100 Dos Messieurs,Finale A,4,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:59.52,21/01/2022,1119,661
100 Dos Messieurs,Finale A,5,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,00:59.93,21/01/2022,1107,648
100 Dos Messieurs,Finale A,5,MAGNIER Thomas,2005,FRA,M,ALBERT SPORT NATATION,01:04.38,21/01/2022,986,123
100 Dos Messieurs,Finale A,6,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,01:00.31,21/01/2022,1097,138
100 Dos Messieurs,Finale A,6,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,01:04.56,21/01/2022,981,122
100 Dos Messieurs,Finale A,7,DUPRE Baptiste,2005,FRA,M,MARCQ NATATION,01:05.06,21/01/2022,968,120
100 Dos Messieurs,Finale A,7,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,01:01.13,21/01/2022,1074,135
100 Dos Messieurs,Finale A,8,ROUSSEAU Paul,2008,FRA,M,AMIENS METROPOLE NAT.,01:06.17,21/01/2022,939,116
100 Dos Messieurs,Finale A,8,BALHAUT Augustin,2003,BEL,M,ARDENNES RIVES DE MEUSE NATATION,01:02.01,21/01/2022,1050,131
100 Dos Messieurs,Finale B,1,CARTER LE COZE Jude,2007,FRA,M,JN COMPIÈGNE,01:09.22,21/01/2022,862,107
100 Dos Messieurs,Séries,1,TOMAC Mewen,2001,FRA,M,AMIENS METROPOLE NAT.,00:55.38,21/01/2022,1238,821
100 Dos Messieurs,Séries,2,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,00:55.39,21/01/2022,1238,820
100 Dos Messieurs,Séries,3,CHOUCHAOUI Mathys,2003,FRA,M,CN CHALON-SUR-SAONE,00:57.89,21/01/2022,1165,719
100 Dos Messieurs,Séries,4,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:59.63,21/01/2022,1116,657
100 Dos Messieurs,Séries,4,DUMESNIL Ethan,2006,FRA,M,DUMBEA NATATION,00:59.63,21/01/2022,1116,657
100 Dos Messieurs,Séries,5,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,00:59.76,21/01/2022,1112,653
100 Dos Messieurs,Séries,6,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,01:00.17,21/01/2022,1101,139
100 Dos Messieurs,Séries,7,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,01:00.76,21/01/2022,1084,136
100 Dos Messieurs,Séries,8,BALHAUT Augustin,2003,BEL,M,ARDENNES RIVES DE MEUSE NATATION,01:02.23,21/01/2022,1044,130
100 Dos Messieurs,Séries,9,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,01:03.14,21/01/2022,1019,127
100 Dos Messieurs,Séries,10,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,01:03.79,21/01/2022,1002,125
100 Dos Messieurs,Séries,11,MAULNY Maxence,2004,FRA,M,AMIENS METROPOLE NAT.,01:04.65,21/01/2022,979,122
100 Dos Messieurs,Séries,12,RIBOUX Paul,2005,FRA,M,ANGERS NATATION,01:05.08,21/01/2022,968,120
100 Dos Messieurs,Séries,13,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,01:05.73,21/01/2022,951,118
100 Dos Messieurs,Séries,14,MAGNIER Thomas,2005,FRA,M,ALBERT SPORT NATATION,01:06.08,21/01/2022,942,117
100 Dos Messieurs,Séries,15,ROUSSEAU Paul,2008,FRA,M,AMIENS METROPOLE NAT.,01:06.53,21/01/2022,930,115
100 Dos Messieurs,Séries,16,DUPRE Baptiste,2005,FRA,M,MARCQ NATATION,01:06.72,21/01/2022,925,115
100 Dos Messieurs,Séries,17,GLINEUR Raphael,2000,BEL,M,DENAIN NAT. PORTE DU HAINAUT,01:07.48,21/01/2022,906,112
100 Dos Messieurs,Séries,18,CARTER LE COZE Jude,2007,FRA,M,JN COMPIÈGNE,01:08.75,21/01/2022,874,108
200 Dos Messieurs,Finale A,1,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,01:58.98,23/01/2022,1254,873
200 Dos Messieurs,Finale A,2,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,02:11.27,23/01/2022,1078,372
200 Dos Messieurs,Finale A,3,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,02:11.70,23/01/2022,1072,370
200 Dos Messieurs,Finale A,4,BALHAUT Augustin,2003,BEL,M,ARDENNES RIVES DE MEUSE NATATION,02:12.94,23/01/2022,1055,363
200 Dos Messieurs,Finale A,5,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,02:18.37,23/01/2022,982,337
200 Dos Messieurs,Finale A,6,LEBON Ezoha,2006,FRA,M,PELICAN CLUB DE VALENCIENNES,02:18.95,23/01/2022,975,334
200 Dos Messieurs,Finale A,7,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,02:21.78,23/01/2022,938,321
200 Dos Messieurs,Finale A,8,ROUSSEAU Paul,2008,FRA,M,AMIENS METROPOLE NAT.,02:24.82,23/01/2022,900,309
200 Dos Messieurs,Séries,1,NDOYE-BROUARD Yohann,2000,FRA,M,DAUPHINS D'ANNECY,02:00.28,23/01/2022,1234,436
200 Dos Messieurs,Séries,2,COMBIER Max,2004,FRA,M,AMIENS METROPOLE NAT.,02:11.37,23/01/2022,1076,371
200 Dos Messieurs,Séries,3,BALHAUT Augustin,2003,BEL,M,ARDENNES RIVES DE MEUSE NATATION,02:14.70,23/01/2022,1031,354
200 Dos Messieurs,Séries,4,PIAZZA Romain,2005,FRA,M,AMIENS METROPOLE NAT.,02:14.82,23/01/2022,1030,354
200 Dos Messieurs,Séries,5,RIBOUX Paul,2005,FRA,M,ANGERS NATATION,02:18.03,23/01/2022,987,338
200 Dos Messieurs,Séries,6,GASCOIN Sasha,2006,FRA,M,ANGERS NATATION,02:18.28,23/01/2022,984,337
200 Dos Messieurs,Séries,7,GHYS Rémi,2006,FRA,M,DAUPHINS ST-OMER,02:19.56,23/01/2022,967,331
200 Dos Messieurs,Séries,8,LEBON Ezoha,2006,FRA,M,PELICAN CLUB DE VALENCIENNES,02:19.70,23/01/2022,965,331
200 Dos Messieurs,Séries,9,ROUSSEAU Paul,2008,FRA,M,AMIENS METROPOLE NAT.,02:23.91,23/01/2022,911,312
200 Dos Messieurs,Séries,10,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,02:24.65,23/01/2022,902,309
50 Brasse Messieurs,Finale A,1,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,00:29.80,22/01/2022,1156,660
50 Brasse Messieurs,Finale A,2,CHRISTOPH ROUSSEAU Guillaume,2004,FRA,M,NEPTUNE AQUA CLUB VERTUS,00:29.95,22/01/2022,1148,650
50 Brasse Messieurs,Finale A,3,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,00:30.74,22/01/2022,1106,602
50 Brasse Messieurs,Finale A,4,VICOGNE Mathieu,2000,FRA,M,HIPPOCAMPES HAUTMONT,00:30.97,22/01/2022,1094,588
50 Brasse Messieurs,Finale A,5,BARON Emeric,1989,FRA,M,CANETON CLUB DE BEAUMONT,00:31.51,22/01/2022,1067,559
50 Brasse Messieurs,Finale A,6,STEFANESCU Bogdan,2001,ROU,M,DENAIN NAT. PORTE DU HAINAUT,00:31.93,22/01/2022,1045,537
50 Brasse Messieurs,Finale A,7,BELTAI Kylian,2004,FRA,M,PELICAN CLUB DE VALENCIENNES,00:32.11,22/01/2022,1036,528
50 Brasse Messieurs,Finale A,8,BRICHET Enguerran,2003,FRA,M,STADE DE REIMS NATATION,00:32.72,22/01/2022,1005,499
50 Brasse Messieurs,1/2 Finale (1),2,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,00:30.52,22/01/2022,1118,615
50 Brasse Messieurs,1/2 Finale (1),5,BARON Emeric,1989,FRA,M,CANETON CLUB DE BEAUMONT,00:31.39,22/01/2022,1073,565
50 Brasse Messieurs,1/2 Finale (1),6,STEFANESCU Bogdan,2001,ROU,M,DENAIN NAT. PORTE DU HAINAUT,00:31.56,22/01/2022,1064,556
50 Brasse Messieurs,1/2 Finale (1),9,BAYARD Jules,2003,FRA,M,DAUPHINS ST-OMER,00:32.36,22/01/2022,1023,516
50 Brasse Messieurs,1/2 Finale (1),10,MAMERI Kevin,2005,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:32.70,22/01/2022,1006,500
50 Brasse Messieurs,1/2 Finale (1),12,MAROT Matthias,2005,FRA,M,CN VOUZIERS,00:32.88,22/01/2022,997,492
50 Brasse Messieurs,1/2 Finale (1),14,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,00:33.20,22/01/2022,981,478
50 Brasse Messieurs,1/2 Finale (1),16,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:34.13,22/01/2022,936,440
50 Brasse Messieurs,1/2 Finale (2),1,CHRISTOPH ROUSSEAU Guillaume,2004,FRA,M,NEPTUNE AQUA CLUB VERTUS,00:29.93,22/01/2022,1149,652
50 Brasse Messieurs,1/2 Finale (2),3,VICOGNE Mathieu,2000,FRA,M,HIPPOCAMPES HAUTMONT,00:30.97,22/01/2022,1094,588
50 Brasse Messieurs,1/2 Finale (2),4,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,00:30.98,22/01/2022,1094,588
50 Brasse Messieurs,1/2 Finale (2),7,BELTAI Kylian,2004,FRA,M,PELICAN CLUB DE VALENCIENNES,00:31.75,22/01/2022,1054,546
50 Brasse Messieurs,1/2 Finale (2),8,BRICHET Enguerran,2003,FRA,M,STADE DE REIMS NATATION,00:32.11,22/01/2022,1036,528
50 Brasse Messieurs,1/2 Finale (2),11,LEFEVRE Romain,2005,FRA,M,SC ABBEVILLOIS NATATION TRIATHLON,00:32.81,22/01/2022,1001,495
50 Brasse Messieurs,1/2 Finale (2),13,DEVAUX Florentin,1998,FRA,M,HIPPOCAMPES HAUTMONT,00:33.19,22/01/2022,982,478
50 Brasse Messieurs,1/2 Finale (2),15,MARCHAND Adrien,2002,FRA,M,AMIENS METROPOLE NAT.,00:33.48,22/01/2022,968,466
50 Brasse Messieurs,Séries,1,CHRISTOPH ROUSSEAU Guillaume,2004,FRA,M,NEPTUNE AQUA CLUB VERTUS,00:29.49,22/01/2022,1173,681
50 Brasse Messieurs,Séries,2,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,00:29.96,22/01/2022,1148,650
50 Brasse Messieurs,Séries,3,VICOGNE Mathieu,2000,FRA,M,HIPPOCAMPES HAUTMONT,00:31.28,22/01/2022,1078,571
50 Brasse Messieurs,Séries,4,STEFANESCU Bogdan,2001,ROU,M,DENAIN NAT. PORTE DU HAINAUT,00:31.29,22/01/2022,1078,570
50 Brasse Messieurs,Séries,5,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,00:31.63,22/01/2022,1060,552
50 Brasse Messieurs,Séries,6,BARON Emeric,1989,FRA,M,CANETON CLUB DE BEAUMONT,00:31.76,22/01/2022,1054,545
50 Brasse Messieurs,Séries,7,BELTAI Kylian,2004,FRA,M,PELICAN CLUB DE VALENCIENNES,00:31.84,22/01/2022,1050,541
50 Brasse Messieurs,Séries,8,BAYARD Jules,2003,FRA,M,DAUPHINS ST-OMER,00:32.32,22/01/2022,1025,518
50 Brasse Messieurs,Séries,9,BRICHET Enguerran,2003,FRA,M,STADE DE REIMS NATATION,00:32.42,22/01/2022,1020,513
50 Brasse Messieurs,Séries,10,MAROT Matthias,2005,FRA,M,CN VOUZIERS,00:32.71,22/01/2022,1006,499
50 Brasse Messieurs,Séries,11,LEFEVRE Romain,2005,FRA,M,SC ABBEVILLOIS NATATION TRIATHLON,00:32.77,22/01/2022,1003,497
50 Brasse Messieurs,Séries,12,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,00:32.85,22/01/2022,999,493
50 Brasse Messieurs,Séries,13,MARCHAND Adrien,2002,FRA,M,AMIENS METROPOLE NAT.,00:32.95,22/01/2022,994,488
50 Brasse Messieurs,Séries,14,MAMERI Kevin,2005,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:33.06,22/01/2022,988,484
50 Brasse Messieurs,Séries,15,DEVAUX Florentin,1998,FRA,M,HIPPOCAMPES HAUTMONT,00:33.57,22/01/2022,963,462
50 Brasse Messieurs,Séries,16,BRUN--FERREIRA Florentin,2007,FRA,M,AMIENS METROPOLE NAT.,00:33.83,22/01/2022,951,451
50 Brasse Messieurs,Séries,17,CABUT Nathan,2006,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:34.47,22/01/2022,920,427
100 Brasse Messieurs,Finale A,1,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,01:04.08,23/01/2022,1212,163
100 Brasse Messieurs,Finale A,2,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,01:04.69,23/01/2022,1195,160
100 Brasse Messieurs,Finale A,3,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,01:06.35,23/01/2022,1151,153
100 Brasse Messieurs,Finale A,4,CHRISTOPH ROUSSEAU Guillaume,2004,FRA,M,NEPTUNE AQUA CLUB VERTUS,01:07.50,23/01/2022,1121,148
100 Brasse Messieurs,Finale A,5,STEFANESCU Bogdan,2001,ROU,M,DENAIN NAT. PORTE DU HAINAUT,01:09.08,23/01/2022,1080,142
100 Brasse Messieurs,Finale A,6,VICOGNE Mathieu,2000,FRA,M,HIPPOCAMPES HAUTMONT,01:09.55,23/01/2022,1067,140
100 Brasse Messieurs,Finale A,7,BARON Emeric,1989,FRA,M,CANETON CLUB DE BEAUMONT,01:09.90,23/01/2022,1059,139
100 Brasse Messieurs,Finale A,8,BAYARD Jules,2003,FRA,M,DAUPHINS ST-OMER,01:10.91,23/01/2022,1033,135
100 Brasse Messieurs,Finale B,1,BRUN--FERREIRA Florentin,2007,FRA,M,AMIENS METROPOLE NAT.,01:12.77,23/01/2022,987,128
100 Brasse Messieurs,Finale B,2,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,01:12.79,23/01/2022,986,128
100 Brasse Messieurs,Finale B,3,MARCHAND Adrien,2002,FRA,M,AMIENS METROPOLE NAT.,01:14.61,23/01/2022,942,122
100 Brasse Messieurs,Finale B,4,MAMERI Kevin,2005,FRA,M,ARDENNES RIVES DE MEUSE NATATION,01:15.21,23/01/2022,928,120
100 Brasse Messieurs,Finale B,5,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,01:15.36,23/01/2022,924,120
100 Brasse Messieurs,Finale B,5,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,01:15.36,23/01/2022,924,120
100 Brasse Messieurs,Séries,1,LE PAPE Thomas,2003,FRA,M,AMIENS METROPOLE NAT.,01:04.68,23/01/2022,1196,160
100 Brasse Messieurs,Séries,2,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,01:05.67,23/01/2022,1169,156
100 Brasse Messieurs,Séries,3,CHRISTOPH ROUSSEAU Guillaume,2004,FRA,M,NEPTUNE AQUA CLUB VERTUS,01:07.63,23/01/2022,1117,148
100 Brasse Messieurs,Séries,4,DUBOIS Matthias,2004,FRA,M,AMIENS METROPOLE NAT.,01:08.69,23/01/2022,1090,143
100 Brasse Messieurs,Séries,5,STEFANESCU Bogdan,2001,ROU,M,DENAIN NAT. PORTE DU HAINAUT,01:09.09,23/01/2022,1079,142
100 Brasse Messieurs,Séries,6,VICOGNE Mathieu,2000,FRA,M,HIPPOCAMPES HAUTMONT,01:10.38,23/01/2022,1046,137
100 Brasse Messieurs,Séries,7,BARON Emeric,1989,FRA,M,CANETON CLUB DE BEAUMONT,01:10.41,23/01/2022,1046,137
100 Brasse Messieurs,Séries,8,BAYARD Jules,2003,FRA,M,DAUPHINS ST-OMER,01:11.06,23/01/2022,1029,134
100 Brasse Messieurs,Séries,9,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,01:11.28,23/01/2022,1024,134
100 Brasse Messieurs,Séries,9,DABIN John-William,2004,FRA,M,AMIENS METROPOLE NAT.,01:11.28,23/01/2022,1024,134
100 Brasse Messieurs,Séries,10,MAMERI Kevin,2005,FRA,M,ARDENNES RIVES DE MEUSE NATATION,01:14.94,23/01/2022,934,121
100 Brasse Messieurs,Séries,11,HORTOPAN Matei-Florian,2006,ROU,M,AMIENS METROPOLE NAT.,01:14.96,23/01/2022,934,121
100 Brasse Messieurs,Séries,12,MAROT Matthias,2005,FRA,M,CN VOUZIERS,01:15.74,23/01/2022,915,119
100 Brasse Messieurs,Séries,13,MARCHAND Adrien,2002,FRA,M,AMIENS METROPOLE NAT.,01:15.80,23/01/2022,914,119
100 Brasse Messieurs,Séries,14,BRUN--FERREIRA Florentin,2007,FRA,M,AMIENS METROPOLE NAT.,01:16.66,23/01/2022,893,116
100 Brasse Messieurs,Séries,999,BELTAI Kylian,2004,FRA,M,PELICAN CLUB DE VALENCIENNES,DSQ,23/01/2022,,
200 Brasse Messieurs,Finale A,1,CHRISTOPH ROUSSEAU Guillaume,2004,FRA,M,NEPTUNE AQUA CLUB VERTUS,02:27.49,21/01/2022,1075,744
200 Brasse Messieurs,Finale A,2,BARON Emeric,1989,FRA,M,CANETON CLUB DE BEAUMONT,02:29.98,21/01/2022,1044,720
200 Brasse Messieurs,Finale A,3,BAYARD Jules,2003,FRA,M,DAUPHINS ST-OMER,02:34.78,21/01/2022,984,677
200 Brasse Messieurs,Finale A,4,LOSAY-MARTIN Benjamin,2005,FRA,M,ASN BONNEVAL,02:40.07,21/01/2022,921,633
200 Brasse Messieurs,Finale A,5,MAROT Matthias,2005,FRA,M,CN VOUZIERS,02:47.42,21/01/2022,836,578
200 Brasse Messieurs,Finale A,999,BRICHET Enguerran,2003,FRA,M,STADE DE REIMS NATATION,DSQ,21/01/2022,,
200 Brasse Messieurs,Séries,1,CHRISTOPH ROUSSEAU Guillaume,2004,FRA,M,NEPTUNE AQUA CLUB VERTUS,02:25.97,21/01/2022,1095,759
200 Brasse Messieurs,Séries,2,BARON Emeric,1989,FRA,M,CANETON CLUB DE BEAUMONT,02:33.29,21/01/2022,1003,690
200 Brasse Messieurs,Séries,3,BAYARD Jules,2003,FRA,M,DAUPHINS ST-OMER,02:34.84,21/01/2022,984,676
200 Brasse Messieurs,Séries,4,BRICHET Enguerran,2003,FRA,M,STADE DE REIMS NATATION,02:37.58,21/01/2022,950,653
200 Brasse Messieurs,Séries,5,LOSAY-MARTIN Benjamin,2005,FRA,M,ASN BONNEVAL,02:41.83,21/01/2022,900,619
200 Brasse Messieurs,Séries,6,MAROT Matthias,2005,FRA,M,CN VOUZIERS,02:50.71,21/01/2022,799,556
50 Papillon Messieurs,Finale A,1,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,00:23.69,21/01/2022,1314,831
50 Papillon Messieurs,Finale A,2,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,00:24.90,21/01/2022,1228,715
50 Papillon Messieurs,Finale A,3,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,00:25.02,21/01/2022,1220,705
50 Papillon Messieurs,Finale A,4,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,00:25.04,21/01/2022,1218,703
50 Papillon Messieurs,Finale A,5,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:25.07,21/01/2022,1216,701
50 Papillon Messieurs,Finale A,6,DENHAM Michael,2001,FRA,M,ANGERS NATATION,00:25.36,21/01/2022,1196,677
50 Papillon Messieurs,Finale A,7,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,00:25.76,21/01/2022,1169,646
50 Papillon Messieurs,Finale A,8,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:26.40,21/01/2022,1126,600
50 Papillon Messieurs,Finale A,8,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:26.40,21/01/2022,1126,600
50 Papillon Messieurs,1/2 Finale (1),2,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,00:24.67,21/01/2022,1244,736
50 Papillon Messieurs,1/2 Finale (1),5,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,00:25.15,21/01/2022,1211,694
50 Papillon Messieurs,1/2 Finale (1),7,DENHAM Michael,2001,FRA,M,ANGERS NATATION,00:25.58,21/01/2022,1181,660
50 Papillon Messieurs,1/2 Finale (1),8,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:25.76,21/01/2022,1169,646
50 Papillon Messieurs,1/2 Finale (1),8,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:25.76,21/01/2022,1169,646
50 Papillon Messieurs,1/2 Finale (1),9,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:25.89,21/01/2022,1160,636
50 Papillon Messieurs,1/2 Finale (1),13,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,00:27.12,21/01/2022,1078,554
50 Papillon Messieurs,1/2 Finale (1),14,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,00:27.17,21/01/2022,1075,551
50 Papillon Messieurs,1/2 Finale (1),15,CHERI-ZECOTE Adrien,2003,FRA,M,AMIENS METROPOLE NAT.,00:27.61,21/01/2022,1047,525
50 Papillon Messieurs,1/2 Finale (2),1,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,00:24.49,21/01/2022,1257,752
50 Papillon Messieurs,1/2 Finale (2),3,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,00:24.80,21/01/2022,1235,724
50 Papillon Messieurs,1/2 Finale (2),4,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:25.06,21/01/2022,1217,702
50 Papillon Messieurs,1/2 Finale (2),6,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,00:25.44,21/01/2022,1191,671
50 Papillon Messieurs,1/2 Finale (2),10,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,00:25.91,21/01/2022,1159,635
50 Papillon Messieurs,1/2 Finale (2),11,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,00:26.47,21/01/2022,1121,596
50 Papillon Messieurs,1/2 Finale (2),12,MAGNIER Thomas,2005,FRA,M,ALBERT SPORT NATATION,00:26.50,21/01/2022,1119,594
50 Papillon Messieurs,1/2 Finale (2),16,BELTAI Kylian,2004,FRA,M,PELICAN CLUB DE VALENCIENNES,00:27.74,21/01/2022,1038,517
50 Papillon Messieurs,Séries,1,GROUSSET Maxime,1999,FRA,M,CS CLICHY 92,00:24.60,21/01/2022,1249,742
50 Papillon Messieurs,Séries,2,TESIC Enzo,2000,FRA,M,AMIENS METROPOLE NAT.,00:25.03,21/01/2022,1219,704
50 Papillon Messieurs,Séries,3,TAYLAN Noyan,2002,FRA,M,CLAMART NATATION 92,00:25.14,21/01/2022,1212,695
50 Papillon Messieurs,Séries,4,MALLET Clement,2002,FRA,M,AMIENS METROPOLE NAT.,00:25.39,21/01/2022,1194,675
50 Papillon Messieurs,Séries,5,DELALLEAU Lucas,2002,FRA,M,EA NOGENT-VILLERS,00:25.42,21/01/2022,1192,672
50 Papillon Messieurs,Séries,6,GERVAIS Lucas,1996,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:25.56,21/01/2022,1183,661
50 Papillon Messieurs,Séries,6,DENHAM Michael,2001,FRA,M,ANGERS NATATION,00:25.56,21/01/2022,1183,661
50 Papillon Messieurs,Séries,8,DEBRIL Marin,2002,FRA,M,ANGERS NATATION,00:25.64,21/01/2022,1177,655
50 Papillon Messieurs,Séries,9,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:25.78,21/01/2022,1168,645
50 Papillon Messieurs,Séries,9,POUILLART Corentin,2005,FRA,M,AMIENS METROPOLE NAT.,00:25.78,21/01/2022,1168,645
50 Papillon Messieurs,Séries,10,HUDAN Nathan,2003,FRA,M,AMIENS METROPOLE NAT.,00:25.95,21/01/2022,1156,632
50 Papillon Messieurs,Séries,11,VATA Gjon,2002,BEL,M,DENAIN NAT. PORTE DU HAINAUT,00:26.07,21/01/2022,1148,623
50 Papillon Messieurs,Séries,12,DEY Grégoire,2002,FRA,M,CN COURRIÈRES,00:26.58,21/01/2022,1114,588
50 Papillon Messieurs,Séries,13,LEFEBVRE Titouan,2006,FRA,M,JN COMPIÈGNE,00:26.91,21/01/2022,1092,567
50 Papillon Messieurs,Séries,14,LEMARCHAND Antonn,2004,FRA,M,AMIENS METROPOLE NAT.,00:26.93,21/01/2022,1091,566
50 Papillon Messieurs,Séries,15,MAGNIER Thomas,2005,FRA,M,ALBERT SPORT NATATION,00:27.08,21/01/2022,1081,556
50 Papillon Messieurs,Séries,16,DUVAUCHELLE Hugo,2007,FRA,M,AMIENS METROPOLE NAT.,00:27.29,21/01/2022,1067,543
50 Papillon Messieurs,Séries,17,BELTAI Kylian,2004,FRA,M,PELICAN CLUB DE VALENCIENNES,00:27.47,21/01/2022,1056,533
50 Papillon Messieurs,Séries,18,CHERI-ZECOTE Adrien,2003,FRA,M,AMIENS METROPOLE NAT.,00:27.55,21/01/2022,1050,528
50 Papillon Messieurs,Séries,19,BRUN--FERREIRA Florentin,2007,FRA,M,AMIENS METROPOLE NAT.,00:28.06,21/01/2022,1018,500
50 Papillon Messieurs,Séries,19,MROZIK Oskar,2003,FRA,M,ALBERT SPORT NATATION,00:28.06,21/01/2022,1018,500
50 Papillon Messieurs,Séries,21,MAGNIER Valentin,2003,FRA,M,ALBERT SPORT NATATION,00:28.13,21/01/2022,1013,496
50 Papillon Messieurs,Séries,22,CLOUET Constant,2006,FRA,M,ANGERS NATATION,00:28.18,21/01/2022,1010,494
50 Papillon Messieurs,Séries,23,CAUCHIE Hugo,2004,FRA,M,ARDENNES RIVES DE MEUSE NATATION,00:28.27,21/01/2022,1004,489
